IP,Dự Án,Line,Station ID,Tên Trạm
192.168.50.14,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-IMU-6DOF_IN26A-01,FATP-IMU-6DOF
192.168.1.115,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-02,SMT-RF-CAL-CELL
192.168.100.33,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-06,SMT-RF-WIFIBT
192.168.100.11,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-05,SMT-RF-WIFIBT
192.168.1.118,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
192.168.1.165,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-05,SMT-RF-CELL
192.168.1.114,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-07,SMT-RF-CAL-CELL
192.168.1.126,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-06,SMT-RF-CELL
192.168.1.111,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-03,SMT-RF-CAL-CELL
192.168.1.116,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-18,SMT-RF-CAL-CELL
192.168.1.156,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-15,SMT-RF-CAL-CELL
192.168.1.173,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-04,SMT-RF-CELL
192.168.1.28,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-11,SMT-RF-CAL-CELL
192.168.50.235,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
40.1.1.1,4CS4,FVN-E2F2-Z02,4CS4_FVN-E2F2-Z02_PACK-OTA-01,PACK-OTA-
192.168.1.21,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-06,SMT-RF-CELL
192.168.50.94,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
192.168.1.116,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-04,SMT-RF-CAL-CELL
192.168.50.163,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-01,FATP-QT-1M
10.239.220.78,4CS4,None,4CS4_FVN-E1F1-E01PACK-DSNCK02,None
10.239.247.37,4CS4,None,4CS4_FVN-E2F3-G01OQC101,None
10.239.205.85,4CS4,None,4CS4_FVN-E2F3-C01CCOS202,None
10.239.219.67,4CS4,None,4CS4_FVN-E1F1-F01OBAIMEICK01,None
10.239.218.121,4CS4,None,4CS4_FVN-E1F1-F01OBAACC01,None
10.239.203.216,4CS4,None,4CS4_FVN-E2F3-B01BCOS101,None
10.239.203.107,4CS4,None,4CS4_FVN-E2F3-G02GCOS204,None
10.239.203.217,4CS4,None,4CS4_FVN-E2F3-G02GCOS202,None
10.239.221.40,4CS4,None,4CS4_FVN-E1F1-E01PACK-FCOS101,None
10.239.222.59,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-RELCHECK_REL-01,FATP-RELCHECK
10.239.18.32,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-THERMAL_IN26A-REL-01,FATP-THERMAL
10.239.19.21,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-AIRLK-WTX_IN26A-REL-01,FATP-AIRLK-WTX
10.239.19.23,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-THERMAL_IN26A-REL-01,FATP-THERMAL
10.239.206.18,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-WIFIBT_BJ26A-02,FATP-RF-WIFIBT
10.239.208.186,4CS4,FVN-E2F4-G01,4CS4_FVN-E2F4-G01_FATP-THERMAL_IN26A-ORT-02,FATP-THERMAL
10.239.202.17,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RGEO-CAL_IN26A-01,FATP-RGEO-CAL
10.239.202.33,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-THERMAL_IN26A-03,FATP-THERMAL
10.239.203.5,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-THERMAL_IN26A-04,FATP-THERMAL
10.239.202.42,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-THERMAL_IN26A-02,FATP-THERMAL
10.239.204.15,4CS4,FVN-E2F3-B01,4CS4_FVN-E2F3-B01_SA-BG-AIRLK-VISOR_IN26A-04,SA-BG-AIRLK-VISOR
10.239.203.24,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-CAM-MU-COMBO-3_IN26A-01,FATP-CAM-MU-COMBO-3
10.239.203.16,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-AIRLK-CGTSPK_IN26A-01,SA-AIRLK-CGTSPK
10.239.203.75,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-WIFIBT_BJ26A-01,FATP-RF-WIFIBT
10.239.202.92,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-BATT-VOC_JH26A-01,FATP-BATT-VOC
10.239.202.102,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AIRLK-BUCKET_IN26A-01,SA-AIRLK-BUCKET
10.239.202.26,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-THERMAL_IN26A-01,FATP-THERMAL
10.239.58.185,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-BFT-MLB_WT26A-05,SMT-BFT-MLB
10.239.202.108,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-AIRLK-BUCKET_IN26A-01,SA-AIRLK-BUCKET
10.239.202.48,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-5GMMW-COMBO_RS26A-02,FATP-RF-5GMMW-COMBO
10.239.206.17,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-WIFIBT_BJ26A-01,FATP-RF-WIFIBT
10.239.226.85,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-UDFPS_BJ26A-01,FATP-UDFPS
10.239.204.14,4CS4,FVN-E2F3-C01,4CS4_FVN-E2F3-C01_SA-CG-AIRLK-TRIM_IN26A-01,SA-CG-AIRLK-TRIM
10.239.203.36,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-5GMMW-COMBO_RS26A-01,FATP-RF-5GMMW-COMBO
10.239.203.14,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-UDFPS_BJ26A-01,FATP-UDFPS
10.239.202.18,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-BATT-VOC_JH26A-01,FATP-BATT-VOC
10.239.203.165,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-UDFPS_BJ26A-01,FATP-UDFPS
10.239.220.134,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-01,PACK-PROV-COMBO-
10.239.226.90,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-THERMAL_IN26A-03,FATP-THERMAL
10.239.209.168,4CS4,FVN-E2F4-G01,4CS4_FVN-E2F4-G01_FATP-QT-1M_ORT-02,FATP-QT-1M
10.239.226.104,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RF-WIFIBT_BJ26A-01,FATP-RF-WIFIBT
10.239.226.106,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RF-CELL_BJ26A-01,FATP-RF-CELL
10.239.202.34,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-THERMAL_IN26A-04,FATP-THERMAL
10.239.226.91,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-IMUC_IN26A-01,FATP-IMUC
10.239.226.89,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-THERMAL_IN26A-02,FATP-THERMAL
10.239.202.224,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-CELL_BJ26A-02,FATP-RF-CELL
10.239.223.147,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-B2B_IN26A-04,SA-AOI-B2B
10.239.222.172,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-B2B_IN26A-03,SA-AOI-B2B
10.239.221.55,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-AIRLK-WTX-P_IN26A-01,PACK-AIRLK-WTX-P
10.239.204.16,4CS4,FVN-E2F3-C01,4CS4_FVN-E2F3-C01_SA-CG-AIRLK-TRIM_IN26A-02,SA-CG-AIRLK-TRIM
10.239.226.105,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RF-WIFIBT_BJ26A-02,FATP-RF-WIFIBT
10.239.202.21,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-THERMAL_IN26A-03,FATP-THERMAL
10.239.226.108,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RF-CELL_BJ26A-03,FATP-RF-CELL
10.239.203.37,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-5GMMW-COMBO_RS26A-03,FATP-RF-5GMMW-COMBO
10.239.226.86,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-UDFPS_BJ26A-02,FATP-UDFPS
10.239.203.128,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-QT-1M_SF26A-02,FATP-QT-1M
10.239.226.102,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RF-5GMMW-COMBO_RS26A-02,FATP-RF-5GMMW-COMBO
10.239.202.78,4CS4,FVN-E2F3-C03,4CS4_FVN-E2F3-C03_SA-CG-AIRLK-TRIM_IN26A-04,SA-CG-AIRLK-TRIM
10.239.220.63,4CS4,None,4CS4_FVN-E1F1-F01PACK-OQC201,None
10.239.220.112,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS104,None
10.239.221.129,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS103,None
10.239.220.119,4CS4,None,P26_FVN-E1F1-F01PACK-OQC201,None
10.239.221.59,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS104,None
10.239.221.60,4CS4,None,4CS4_FVN-E1F1-F02PACK-FCOS103,None
10.239.220.66,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS101,None
10.239.220.118,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS103,None
10.239.221.106,4CS4,None,4CS4_FVN-E1F1-F02PACK-IMEI-CK02,None
10.239.220.106,4CS4,None,P26_FVN-E1F1-F01PACK-FCOS102,None
10.239.220.107,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS101,None
10.239.221.111,4CS4,None,4CS4_FVN-E1F1-F02PACK-IMEI-CK02,None
10.239.221.61,4CS4,None,4CS4_FVN-E1F1-F01PACK-FCOS102,None
10.239.221.24,4CS4,None,4CS4_FVN-E1F1-E01PACK-DSNCK01,None
10.239.205.4,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-BUTTON_IN26A-01,SA-BUTTON
10.239.202.194,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-BUTTON_IN26A-01,SA-BUTTON
10.239.48.13,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-RELCHECK_REL-02,FATP-RELCHECK
10.239.18.47,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-RF-CELL_BJ26A-REL-01,FATP-RF-CELL
10.239.225.58,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AIRLK-1PT_GES26A-01,SA-AIRLK-1PT
192.168.50.192,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-UDFPS_BJ26A-01,FATP-UDFPS
192.168.50.173,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RUNIN-COMBO-03,FATP-RUNIN-COMBO-
192.168.50.28,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-THERMAL_IN26A-01,FATP-THERMAL
192.168.50.83,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-THERMAL_IN26A-01,FATP-THERMAL
10.239.202.90,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-AIRLK-BUCKET_IN26A-01,SA-AIRLK-BUCKET
10.239.205.78,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AIRLK-1PT_GES26A-01,SA-AIRLK-1PT
192.168.50.73,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-IMU-6DOF_IN26A-01,FATP-IMU-6DOF
192.168.1.164,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-03,SMT-RF-CAL-CELL
192.168.50.219,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-CELL_BJ26A-01,FATP-RF-CELL
192.168.1.107,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-05,SMT-RF-CAL-CELL
192.168.178.70,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-5GMMW-COMBO_RS26A-02,FATP-RF-5GMMW-COMBO
192.168.50.111,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RUNIN-COMBO-02,FATP-RUNIN-COMBO-
10.239.206.14,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-5GMMW-COMBO_RS26A-03,FATP-RF-5GMMW-COMBO
192.168.100.122,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-WIFIBT_BJ26A-01,SMT-RF-WIFIBT
192.168.1.119,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-04,SMT-RF-CAL-CELL
10.239.19.20,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-CAM-COMBO-1_IN26A-REL-01,FATP-CAM-COMBO-1
10.239.224.157,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AIRLK-1PT_GES26A-01,SA-AIRLK-1PT
10.239.204.88,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-AIRLK-1PT_GES26A-01,SA-AIRLK-1PT
